geneID	UnTrt_1	UnTrt_2	UnTrt_3	EtOH6H_1	EtOH6H_2	EtOH6H_3	ET24H_1	ET24H_2	ET24H_3
ENSMUSG00000057262	399	451	404	525	521	755	656	674	681
ENSMUSG00000057265	23	22	27	6	8	12	14	15	9
ENSMUSG00000057270	0	0	0	0	0	0	0	0	0
ENSMUSG00000057278	659	795	559	693	737	818	837	886	794
ENSMUSG00000057280	1019	843	1007	1158	1290	1657	1668	1614	1677
ENSMUSG00000057286	8	11	6	7	9	7	6	6	13
ENSMUSG00000057290	1	0	1	1	0	1	0	1	1
ENSMUSG00000057315	782	809	843	467	485	583	549	563	523
ENSMUSG00000057321	0	0	0	0	0	0	0	0	0
ENSMUSG00000057322	2575	3104	2455	2638	2691	3573	3229	3758	3533
ENSMUSG00000057329	242	221	194	177	169	189	218	176	207
ENSMUSG00000057335	2335	2332	2334	2387	2662	3109	3231	2975	3021
ENSMUSG00000057337	614	941	742	514	569	696	578	664	673
ENSMUSG00000057342	451	469	440	379	403	572	459	526	544
ENSMUSG00000057346	203	251	208	227	209	280	206	204	216
ENSMUSG00000057349	0	0	0	0	0	0	0	0	0
ENSMUSG00000057351	0	0	0	0	0	0	0	0	0
ENSMUSG00000057359	3	4	2	0	0	2	7	7	6
ENSMUSG00000057363	1474	1416	1388	730	764	865	951	898	959
ENSMUSG00000057367	488	564	490	335	363	459	453	431	376
ENSMUSG00000057370	1	0	0	0	0	2	2	0	0
ENSMUSG00000057375	420	443	480	341	367	515	463	412	416
ENSMUSG00000057378	391	276	416	455	431	551	527	499	514
ENSMUSG00000057381	0	0	0	0	0	0	0	0	0
ENSMUSG00000057388	391	375	306	332	367	475	448	415	415
ENSMUSG00000057396	59	52	46	44	56	45	38	36	38
ENSMUSG00000057400	0	0	0	0	0	0	0	0	0
ENSMUSG00000057402	0	0	0	0	0	0	0	0	0
ENSMUSG00000057406	1196	1220	1201	966	1134	1197	1211	1221	1215
ENSMUSG00000057409	140	143	139	137	144	170	175	167	174
ENSMUSG00000057411	484	550	528	274	327	350	368	385	451
ENSMUSG00000057417	0	0	0	0	0	0	0	0	0
ENSMUSG00000057421	887	880	913	703	793	887	911	964	969
ENSMUSG00000057424	0	0	0	0	0	0	0	0	0
ENSMUSG00000057425	0	0	0	0	0	0	0	0	0
ENSMUSG00000057439	0	0	0	0	0	0	0	0	0
ENSMUSG00000057440	0	3	1	0	0	0	0	0	0
ENSMUSG00000057443	0	0	0	0	0	0	0	0	0
ENSMUSG00000057444	0	0	0	0	0	0	0	0	0
ENSMUSG00000057446	0	0	0	0	0	0	0	0	0
ENSMUSG00000057447	0	0	0	0	0	0	0	0	0
ENSMUSG00000057454	0	0	0	0	0	0	0	0	0
ENSMUSG00000057455	0	0	0	0	0	0	0	0	0
ENSMUSG00000057457	10	18	16	23	17	22	15	13	20
ENSMUSG00000057461	0	0	0	0	0	0	0	0	0
ENSMUSG00000057464	0	0	0	0	0	0	0	0	0
ENSMUSG00000057465	0	1	1	1	1	2	2	3	2
ENSMUSG00000057469	627	615	600	564	615	770	660	648	623
ENSMUSG00000057497	280	356	256	444	447	551	463	509	527
ENSMUSG00000057499	4	2	2	2	2	2	3	5	5
ENSMUSG00000057503	0	0	0	0	0	0	0	0	0
ENSMUSG00000057506	329	428	311	499	576	642	597	651	571
ENSMUSG00000057513	0	0	0	0	0	0	0	0	0
ENSMUSG00000057522	2687	3106	2698	3032	3312	3934	3480	3490	3234
ENSMUSG00000057530	1554	1415	1583	1419	1616	1897	1713	1858	1963
ENSMUSG00000057531	1021	1161	1008	743	852	983	922	939	1050
ENSMUSG00000057534	0	1	0	2	0	1	0	0	4
ENSMUSG00000057540	0	0	0	0	0	0	0	0	0
ENSMUSG00000057541	685	675	644	702	806	951	819	779	770
ENSMUSG00000057551	299	234	256	268	249	326	295	290	289
ENSMUSG00000057554	1136	1393	1113	1251	1305	1586	1352	1312	1194
ENSMUSG00000057561	2154	2594	1994	1671	1967	2126	2235	2122	2267
ENSMUSG00000057564	0	0	0	0	0	0	0	0	0
ENSMUSG00000057572	393	377	341	236	255	347	318	311	305
ENSMUSG00000057577	0	0	0	0	0	0	0	0	0
ENSMUSG00000057580	6	7	4	0	4	3	2	9	6
ENSMUSG00000057592	0	0	0	0	0	0	0	0	0
ENSMUSG00000057594	194	221	164	239	267	316	273	291	252
ENSMUSG00000057596	2	0	0	0	0	0	0	0	0
ENSMUSG00000057604	466	483	425	57	57	70	76	81	56
ENSMUSG00000057605	24	22	21	20	22	26	27	21	29
ENSMUSG00000057606	43	47	48	174	161	264	262	235	182
ENSMUSG00000057609	0	0	0	0	0	0	0	0	0
ENSMUSG00000057610	0	0	0	0	0	0	0	0	0
ENSMUSG00000057612	0	0	0	0	0	0	0	0	0
ENSMUSG00000057614	1	1	0	0	0	0	0	2	0
ENSMUSG00000057615	0	0	0	0	0	0	0	0	0
ENSMUSG00000057626	0	0	0	0	0	0	0	0	0
ENSMUSG00000057637	1433	1470	1482	1458	1625	1885	1586	1705	1632
ENSMUSG00000057649	582	699	593	600	677	815	661	799	655
ENSMUSG00000057650	0	0	0	0	0	0	0	0	0
ENSMUSG00000057654	0	0	0	0	0	0	0	0	0
ENSMUSG00000057657	110	126	110	141	159	130	119	115	117
ENSMUSG00000057666	33237	41933	33185	33321	36564	45224	42744	45600	46800
ENSMUSG00000057667	258	313	280	246	251	348	281	330	332
ENSMUSG00000057672	1783	1626	1800	708	818	976	785	791	875
ENSMUSG00000057674	0	0	0	0	0	0	0	0	0
ENSMUSG00000057685	0	0	0	0	0	0	0	0	0
ENSMUSG00000057691	603	504	575	452	518	575	469	508	495
ENSMUSG00000057696	3	4	5	3	8	12	8	10	8
ENSMUSG00000057697	0	0	0	0	0	0	0	0	0
ENSMUSG00000057699	0	0	0	0	0	0	0	0	0
ENSMUSG00000057706	216	270	234	691	742	884	799	867	837
ENSMUSG00000057710	0	0	0	0	0	0	0	0	0
ENSMUSG00000057715	0	0	0	0	0	0	0	0	0
ENSMUSG00000057716	0	3	0	1	4	2	3	2	1
ENSMUSG00000057719	28	13	14	0	0	2	0	0	0
ENSMUSG00000057722	5	7	9	13	8	11	14	13	8
ENSMUSG00000057723	3	0	1	0	0	0	0	0	0
ENSMUSG00000057726	49	27	55	9	4	6	9	3	9
ENSMUSG00000057729	0	0	0	2	3	1	8	5	3
ENSMUSG00000057735	0	0	0	0	0	0	0	0	0
ENSMUSG00000057738	13037	13800	13586	17758	18733	23171	22144	22790	22230
ENSMUSG00000057751	141	160	181	0	2	1	0	0	0
ENSMUSG00000057754	0	0	0	0	0	0	0	0	0
ENSMUSG00000057761	0	0	0	0	0	0	0	0	0
ENSMUSG00000057762	8	17	10	23	25	19	26	23	26
ENSMUSG00000057766	51	64	51	16	18	14	15	25	19
ENSMUSG00000057770	0	0	0	0	0	0	0	0	0
ENSMUSG00000057777	0	1	0	0	1	0	0	0	0
ENSMUSG00000057778	165	181	173	154	148	208	220	231	191
ENSMUSG00000057788	571	661	572	495	498	650	557	671	659
ENSMUSG00000057789	399	540	384	426	442	612	489	485	502
ENSMUSG00000057799	0	0	0	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	0	0	0	0	0	0
ENSMUSG00000057802	0	0	0	0	0	0	0	0	0
ENSMUSG00000057805	0	0	0	0	0	0	0	0	0
ENSMUSG00000057816	2	4	0	4	3	5	1	6	7
ENSMUSG00000057817	0	0	0	0	0	0	0	0	0
ENSMUSG00000057818	0	0	0	1	0	0	0	0	1
ENSMUSG00000057829	0	0	0	0	0	0	0	0	0
ENSMUSG00000057832	0	0	0	0	0	0	0	0	0
ENSMUSG00000057835	61	62	49	79	81	85	76	72	61
ENSMUSG00000057836	24	25	19	3	3	3	6	8	4
ENSMUSG00000057841	7702	8893	7453	9076	9905	11525	11210	11881	11222
ENSMUSG00000057842	59	59	49	53	66	64	68	48	62
ENSMUSG00000057855	0	0	0	0	0	0	0	0	0
ENSMUSG00000057858	273	260	251	179	196	230	260	253	267
ENSMUSG00000057863	4926	5904	4740	5153	5571	6276	5442	6196	6447
ENSMUSG00000057880	9	8	3	2	0	1	1	2	2
ENSMUSG00000057886	8	15	7	9	12	13	7	10	7
ENSMUSG00000057890	0	0	0	0	0	0	0	0	0
ENSMUSG00000057894	194	166	200	191	261	271	281	250	255
ENSMUSG00000057895	28	26	29	7	10	3	10	8	5
ENSMUSG00000057897	12	19	10	27	38	55	36	37	35
ENSMUSG00000057899	0	3	0	2	0	1	3	0	2
ENSMUSG00000057903	0	0	0	0	0	0	0	0	0
ENSMUSG00000057913	0	0	0	0	0	0	0	0	0
ENSMUSG00000057914	179	118	166	5	5	8	8	10	4
ENSMUSG00000057924	26	22	40	25	47	59	61	42	41
ENSMUSG00000057933	0	3	1	0	0	0	0	0	3
ENSMUSG00000057945	0	0	0	0	0	0	0	0	0
ENSMUSG00000057948	507	367	505	264	289	270	404	426	395
ENSMUSG00000057963	142	163	130	96	111	107	97	94	103
ENSMUSG00000057967	1	2	1	1	0	0	0	1	1
ENSMUSG00000057969	1688	1802	1797	1794	1866	2164	2323	2284	2521
ENSMUSG00000057977	0	0	0	0	0	0	0	0	0
ENSMUSG00000057981	0	0	0	0	0	0	0	0	0
ENSMUSG00000057982	155	151	152	161	166	192	141	169	143
ENSMUSG00000057990	10	11	13	6	9	7	4	9	7
ENSMUSG00000057997	0	0	0	0	0	0	0	0	0
ENSMUSG00000058005	0	0	0	0	0	0	0	0	0
ENSMUSG00000058006	1928	1874	2016	1996	2182	2586	2722	2555	2419
ENSMUSG00000058013	4167	4777	4111	2970	3514	4281	4749	4847	4911
ENSMUSG00000058014	0	0	0	0	0	0	0	0	0
ENSMUSG00000058017	0	0	0	0	0	0	0	0	0
ENSMUSG00000058019	1	0	0	1	0	5	0	5	1
ENSMUSG00000058022	0	0	0	0	0	0	0	0	0
ENSMUSG00000058028	0	0	0	0	1	0	0	0	0
ENSMUSG00000058030	0	0	0	0	0	0	0	0	0
ENSMUSG00000058046	7	7	2	12	14	15	13	16	12
ENSMUSG00000058050	2	0	1	1	1	1	0	2	1
ENSMUSG00000058052	0	0	0	0	0	0	0	0	0
ENSMUSG00000058056	3527	4607	3673	2283	2653	3247	3265	3298	3578
ENSMUSG00000058057	0	0	0	0	0	0	0	1	0
ENSMUSG00000058063	0	0	0	0	0	1	0	0	0
ENSMUSG00000058064	25	27	32	27	29	25	44	37	32
ENSMUSG00000058070	893	1259	910	986	1095	1319	1123	1295	1309
ENSMUSG00000058071	0	0	0	0	0	0	0	0	0
ENSMUSG00000058073	3	1	2	2	1	1	1	0	0
ENSMUSG00000058076	1322	1395	1145	1168	1270	1521	1595	1545	1460
ENSMUSG00000058078	0	0	0	0	0	0	0	0	0
ENSMUSG00000058084	0	0	0	0	0	0	0	0	0
ENSMUSG00000058093	158	130	117	126	162	150	180	95	131
ENSMUSG00000058099	0	0	0	0	1	0	0	0	1
ENSMUSG00000058101	10	1	7	3	3	2	3	4	1
ENSMUSG00000058114	0	0	0	0	0	0	0	0	0
ENSMUSG00000058119	0	0	0	0	0	0	0	0	0
ENSMUSG00000058124	0	0	0	0	0	0	0	0	0
ENSMUSG00000058126	66	83	68	58	61	86	84	64	78
ENSMUSG00000058132	0	0	0	0	0	0	0	0	0
ENSMUSG00000058135	345	215	284	400	444	490	396	422	395
ENSMUSG00000058145	112	94	125	1	5	3	4	5	7
ENSMUSG00000058147	1	1	0	0	1	2	1	0	2
ENSMUSG00000058152	2	3	6	0	2	2	0	0	0
ENSMUSG00000058153	0	0	0	0	0	0	1	0	0
ENSMUSG00000058159	1	1	0	0	0	0	1	4	0
ENSMUSG00000058163	2	3	1	3	5	11	9	5	4
ENSMUSG00000058172	0	0	0	0	0	0	0	0	0
ENSMUSG00000058173	105	112	105	70	70	94	58	78	70
ENSMUSG00000058174	0	0	0	0	0	0	0	0	0
ENSMUSG00000058176	0	0	0	0	0	0	0	0	0
ENSMUSG00000058183	9	2	1	0	2	4	2	0	2
ENSMUSG00000058186	1	0	0	0	0	0	0	0	0
ENSMUSG00000058188	0	0	0	0	0	0	0	0	0
ENSMUSG00000058192	88	96	91	93	106	138	112	106	99
ENSMUSG00000058194	0	0	0	0	0	0	0	0	0
ENSMUSG00000058200	0	0	0	0	0	0	0	0	0
ENSMUSG00000058207	0	0	0	0	0	0	0	0	0
ENSMUSG00000058216	1	4	0	1	0	2	2	3	1
ENSMUSG00000058230	2868	2948	2811	2815	3121	3677	3403	3357	3392
ENSMUSG00000058239	657	837	701	721	858	1014	859	892	910
ENSMUSG00000058240	255	250	287	220	253	295	287	299	344
ENSMUSG00000058244	0	0	0	0	0	0	0	0	0
ENSMUSG00000058246	1	0	0	0	0	0	0	0	0
ENSMUSG00000058248	59	22	53	28	24	33	21	24	24
ENSMUSG00000058250	0	0	0	0	0	0	0	0	0
ENSMUSG00000058251	0	0	0	0	0	0	0	0	0
ENSMUSG00000058252	29	22	33	143	198	222	220	220	180
ENSMUSG00000058254	287	198	246	2670	2824	3640	3678	3265	3268
ENSMUSG00000058258	993	1475	995	598	663	781	947	831	784
ENSMUSG00000058260	7	7	8	7	3	5	3	7	6
ENSMUSG00000058267	417	415	381	328	355	419	428	473	415
ENSMUSG00000058270	0	0	0	0	0	0	0	0	0
ENSMUSG00000058275	0	0	0	0	0	0	0	0	0
ENSMUSG00000058281	0	1	0	0	0	0	0	0	0
ENSMUSG00000058287	0	0	0	0	0	0	0	0	0
ENSMUSG00000058290	227	588	217	308	300	364	380	469	449
ENSMUSG00000058291	526	585	501	478	546	702	611	622	604
ENSMUSG00000058295	0	0	0	0	0	0	0	0	0
ENSMUSG00000058297	862	1040	860	119	161	181	159	161	160
ENSMUSG00000058298	126	112	116	152	145	188	166	166	149
ENSMUSG00000058301	2152	2160	2206	2266	2343	3003	2734	2873	2794
ENSMUSG00000058317	460	425	455	294	348	414	376	377	350
ENSMUSG00000058318	725	691	758	667	725	855	674	782	715
ENSMUSG00000058325	1023	1193	1052	957	1086	1188	1057	1073	1045
ENSMUSG00000058328	0	0	0	0	0	0	0	0	0
ENSMUSG00000058331	26	41	30	31	43	59	65	34	25
ENSMUSG00000058349	0	0	0	0	0	0	0	0	0
ENSMUSG00000058351	132	206	158	124	121	191	165	142	157
ENSMUSG00000058354	0	0	0	0	0	0	0	0	0
ENSMUSG00000058355	4119	4469	3740	2338	2555	3104	3328	3134	3012
ENSMUSG00000058357	1	2	4	1	0	4	1	3	3
ENSMUSG00000058360	1	0	0	0	0	0	2	0	1
ENSMUSG00000058368	0	0	0	0	0	0	0	0	0
ENSMUSG00000058385	9	9	6	6	4	6	5	2	3
ENSMUSG00000058388	511	499	459	369	417	472	432	437	434
ENSMUSG00000058392	491	514	486	335	419	513	517	512	521
ENSMUSG00000058396	14	15	10	15	11	16	11	16	20
ENSMUSG00000058398	0	0	0	0	0	0	0	0	1
ENSMUSG00000058399	0	0	0	0	0	0	0	0	0
ENSMUSG00000058400	0	1	0	0	0	0	0	1	0
ENSMUSG00000058402	87	94	103	108	107	116	129	109	103
ENSMUSG00000058407	1005	1090	923	849	836	1131	1132	1175	1044
ENSMUSG00000058420	253	315	290	98	122	120	126	134	102
ENSMUSG00000058427	0	0	0	0	0	0	0	0	0
ENSMUSG00000058430	0	0	0	0	0	0	0	0	0
ENSMUSG00000058435	0	0	0	0	0	0	0	0	0
ENSMUSG00000058440	425	452	375	415	408	524	461	492	520
ENSMUSG00000058441	2	4	0	0	0	0	1	0	2
ENSMUSG00000058443	13	12	10	20	19	26	27	17	22
ENSMUSG00000058444	359	452	356	457	521	605	488	569	480
ENSMUSG00000058446	1034	958	1049	951	1050	1182	1195	1130	1189
ENSMUSG00000058447	0	0	0	0	0	0	0	0	0
ENSMUSG00000058454	956	1127	912	817	945	1195	1061	1149	1198
ENSMUSG00000058463	0	0	0	0	0	0	0	0	0
ENSMUSG00000058470	1	0	1	0	0	1	1	1	2
ENSMUSG00000058486	293	303	307	432	437	432	369	411	468
ENSMUSG00000058488	0	0	0	0	0	0	0	0	0
ENSMUSG00000058491	0	0	0	0	0	0	0	0	0
ENSMUSG00000058492	27	20	18	12	23	14	13	14	18
ENSMUSG00000058498	10	3	10	8	18	12	10	11	6
ENSMUSG00000058499	0	0	0	0	0	0	0	0	0
ENSMUSG00000058503	360	296	325	237	229	354	276	302	268
ENSMUSG00000058508	1	0	0	0	0	0	0	0	0
ENSMUSG00000058513	0	0	0	0	0	0	0	0	0
ENSMUSG00000058515	0	0	0	0	0	0	0	0	0
ENSMUSG00000058521	0	0	0	0	0	0	0	0	0
ENSMUSG00000058523	0	0	0	0	0	0	0	0	0
ENSMUSG00000058537	0	1	0	0	2	0	0	0	0
ENSMUSG00000058542	37	31	26	31	27	37	20	40	40
ENSMUSG00000058546	110	169	135	160	155	186	177	228	189
ENSMUSG00000058550	2	2	0	0	1	4	6	1	0
ENSMUSG00000058558	7554	8732	7174	8946	9874	12329	11890	12002	11499
ENSMUSG00000058567	1	2	0	0	0	1	1	0	1
ENSMUSG00000058568	0	0	0	0	0	0	0	0	0
ENSMUSG00000058569	4113	4808	4203	3012	3336	3862	3610	3865	4190
ENSMUSG00000058571	1648	2002	1717	246	251	309	278	273	267
ENSMUSG00000058579	0	0	0	0	0	0	0	0	0
ENSMUSG00000058581	69	98	79	64	48	72	65	78	76
ENSMUSG00000058586	83	91	79	43	62	61	55	60	72
ENSMUSG00000058587	1083	1063	1031	933	970	929	1002	984	1036
ENSMUSG00000058588	0	0	0	0	0	1	0	0	0
ENSMUSG00000058589	4	2	2	8	8	12	6	7	8
ENSMUSG00000058590	0	0	0	0	0	0	0	0	0
ENSMUSG00000058594	942	1069	1043	1137	1237	1433	1316	1303	1223
ENSMUSG00000058600	8805	9885	8223	9154	9960	11530	10930	11384	10885
ENSMUSG00000058603	101	134	104	125	133	160	154	166	136
ENSMUSG00000058607	0	0	0	0	0	0	0	0	0
ENSMUSG00000058613	0	0	0	0	0	0	0	0	0
ENSMUSG00000058618	0	0	0	0	0	0	0	0	0
ENSMUSG00000058620	1	0	0	0	0	0	0	0	0
ENSMUSG00000058622	0	0	0	0	0	0	0	0	0
ENSMUSG00000058624	0	0	5	1	4	6	6	7	2
ENSMUSG00000058625	65	113	68	69	73	102	99	110	116
ENSMUSG00000058626	8	7	9	12	9	18	23	20	18
ENSMUSG00000058628	0	0	0	0	0	0	0	0	0
ENSMUSG00000058631	0	0	0	0	0	1	0	0	0
ENSMUSG00000058638	507	550	480	412	475	564	502	526	479
ENSMUSG00000058643	0	0	0	0	0	0	0	0	0
ENSMUSG00000058655	8407	9720	8289	11245	12212	14305	13129	13248	13502
ENSMUSG00000058656	0	0	0	18	18	17	6	5	2
ENSMUSG00000058659	0	0	0	0	0	0	0	0	0
ENSMUSG00000058661	0	0	0	0	0	0	0	1	0
ENSMUSG00000058662	0	0	0	0	0	0	0	0	0
ENSMUSG00000058665	304	300	349	212	207	281	231	262	245
ENSMUSG00000058669	0	0	0	0	0	0	0	0	0
ENSMUSG00000058670	0	0	0	0	0	0	0	0	3
ENSMUSG00000058672	4748	6734	4970	6258	6680	9068	7717	8232	7971
ENSMUSG00000058685	0	0	0	0	0	0	0	0	0
ENSMUSG00000058690	1970	2220	1973	2309	2535	3017	2649	2511	2422
ENSMUSG00000058692	0	0	0	0	0	0	0	0	0
ENSMUSG00000058700	0	1	0	0	0	0	0	0	0
ENSMUSG00000058704	1159	1194	1151	1226	1178	1482	1549	1388	1456
ENSMUSG00000058706	489	574	461	530	615	727	659	689	712
ENSMUSG00000058709	1084	1060	1051	860	874	1140	1019	1086	1125
ENSMUSG00000058715	3	3	4	1	3	1	1	1	1
ENSMUSG00000058717	0	0	0	0	0	0	0	0	0
ENSMUSG00000058725	0	0	0	0	0	0	0	0	0
ENSMUSG00000058728	0	0	0	0	0	0	0	0	0
ENSMUSG00000058729	112	154	104	129	156	166	152	148	129
ENSMUSG00000058731	0	0	0	0	0	0	0	0	0
ENSMUSG00000058740	0	0	0	0	0	0	1	0	0
ENSMUSG00000058741	0	0	0	0	0	0	1	1	0
ENSMUSG00000058743	1	1	1	0	1	1	1	0	0
ENSMUSG00000058745	2	2	0	0	0	1	1	1	1
ENSMUSG00000058748	87	140	82	106	136	140	180	150	140
ENSMUSG00000058755	0	0	0	1	0	0	0	0	0
ENSMUSG00000058756	1192	1162	1219	880	957	1139	1015	1010	1122
ENSMUSG00000058761	349	419	353	645	729	802	745	786	703
ENSMUSG00000058773	5	7	5	2	0	7	7	12	6
ENSMUSG00000058793	2779	3114	2884	4508	5044	5847	5211	5332	5536
ENSMUSG00000058794	2	5	2	1	3	2	3	4	2
ENSMUSG00000058799	4217	4549	3731	5768	6619	7575	7445	7080	6596
ENSMUSG00000058802	0	0	0	0	0	0	0	0	0
ENSMUSG00000058806	4	7	6	5	4	8	3	6	7
ENSMUSG00000058807	0	0	0	0	0	0	0	0	0
ENSMUSG00000058809	33	30	17	20	26	31	38	19	25
ENSMUSG00000058812	4	5	0	3	0	1	1	3	5
ENSMUSG00000058816	0	1	0	0	0	0	1	0	2
ENSMUSG00000058818	0	1	0	0	0	0	0	0	0
ENSMUSG00000058820	0	0	0	0	0	0	0	0	0
ENSMUSG00000058831	6	6	2	3	4	4	4	6	6
ENSMUSG00000058833	1017	1075	1071	814	918	1130	997	1117	1179
ENSMUSG00000058835	1220	1407	1218	1339	1510	1926	1808	1671	1673
ENSMUSG00000058838	102	125	131	108	142	143	167	153	154
ENSMUSG00000058856	0	0	0	0	0	0	0	0	0
ENSMUSG00000058869	0	0	0	0	0	0	0	0	0
ENSMUSG00000058873	1	0	0	0	0	0	0	1	1
ENSMUSG00000058881	1643	1984	1757	1625	1837	2090	1768	1822	1986
ENSMUSG00000058883	0	0	0	0	0	0	0	0	0
ENSMUSG00000058884	0	0	0	0	0	0	0	0	0
ENSMUSG00000058886	325	287	309	268	234	320	293	279	278
ENSMUSG00000058897	20	8	14	3	2	2	2	2	2
ENSMUSG00000058900	15	9	6	13	17	17	19	14	18
ENSMUSG00000058904	0	0	0	0	0	0	0	0	0
ENSMUSG00000058905	7	14	6	14	11	11	12	17	6
ENSMUSG00000058908	0	0	0	0	0	0	0	0	0
ENSMUSG00000058914	5905	9113	7107	8448	9352	10439	13222	12312	12915
ENSMUSG00000058921	1	0	0	0	0	0	0	0	0
ENSMUSG00000058922	1	0	1	0	1	0	0	0	1
ENSMUSG00000058923	0	0	0	0	0	0	0	0	0
ENSMUSG00000058925	5	2	5	15	12	19	18	19	16
ENSMUSG00000058927	37	33	49	45	40	52	52	47	62
ENSMUSG00000058932	0	0	0	0	0	0	0	0	0
ENSMUSG00000058933	0	0	0	0	0	0	0	0	0
ENSMUSG00000058934	0	0	1	0	0	0	0	0	0
ENSMUSG00000058935	1	0	0	1	1	0	0	1	0
ENSMUSG00000058952	0	0	0	1	2	1	2	1	1
ENSMUSG00000058953	0	0	0	0	0	0	0	0	0
ENSMUSG00000058966	1	16	0	3	0	4	3	0	1
ENSMUSG00000058975	4	7	7	0	3	0	0	2	1
ENSMUSG00000058976	0	0	0	0	0	0	0	0	0
ENSMUSG00000058979	218	210	253	193	220	324	216	238	244
ENSMUSG00000058981	0	0	0	0	0	0	0	0	0
ENSMUSG00000058997	1825	1492	1756	853	945	1062	1121	1094	1132
ENSMUSG00000059003	8	2	3	10	8	11	5	7	4
ENSMUSG00000059005	6200	6471	5841	4844	5847	7482	7929	7990	8246
ENSMUSG00000059013	11	16	17	14	32	24	26	38	32
ENSMUSG00000059014	0	0	0	0	0	0	0	0	0
ENSMUSG00000059022	3	2	3	4	2	5	2	5	4
ENSMUSG00000059023	0	0	0	0	0	0	0	0	0
ENSMUSG00000059027	8	18	9	1	6	6	3	3	7
ENSMUSG00000059030	0	0	0	0	0	0	0	0	0
ENSMUSG00000059031	0	0	0	0	0	0	0	0	0
ENSMUSG00000059033	0	1	0	0	1	1	0	0	0
ENSMUSG00000059040	4784	5817	5076	2602	2826	3180	3138	3415	3649
ENSMUSG00000059041	0	0	0	0	0	0	0	0	0
ENSMUSG00000059042	0	0	0	0	0	0	1	0	0
ENSMUSG00000059043	0	0	0	0	0	0	0	0	0
ENSMUSG00000059049	1	2	4	11	4	13	15	24	16
ENSMUSG00000059058	353	424	333	354	367	466	545	527	513
ENSMUSG00000059060	12	20	23	5	5	7	5	9	8
ENSMUSG00000059064	0	0	3	0	0	0	0	0	0
ENSMUSG00000059069	0	0	0	0	0	0	0	0	0
ENSMUSG00000059070	6846	8067	6904	7490	8291	10516	8993	10183	10293
ENSMUSG00000059077	0	0	0	0	0	0	0	0	0
ENSMUSG00000059087	0	0	0	0	0	0	0	0	0
ENSMUSG00000059089	67	92	68	42	53	45	52	48	53
ENSMUSG00000059101	1	0	0	0	0	0	0	0	0
ENSMUSG00000059105	0	0	0	0	0	0	0	0	0
ENSMUSG00000059106	0	0	0	0	0	0	0	0	0
ENSMUSG00000059108	5	6	9	5	5	5	3	4	3
ENSMUSG00000059112	0	0	0	0	0	0	0	0	0
ENSMUSG00000059113	0	0	0	0	0	0	0	0	0
ENSMUSG00000059114	0	1	0	0	0	0	0	0	1
ENSMUSG00000059119	2005	2138	1998	1936	2102	2649	2460	2569	2593
ENSMUSG00000059128	0	0	0	0	0	0	0	0	0
ENSMUSG00000059134	0	1	0	0	0	0	0	0	0
ENSMUSG00000059136	0	0	0	0	0	0	0	0	0
ENSMUSG00000059142	180	194	192	184	251	277	251	248	233
ENSMUSG00000059146	1	4	1	2	6	2	1	2	5
ENSMUSG00000059149	574	695	618	655	689	923	748	738	691
ENSMUSG00000059150	0	0	0	1	0	0	0	2	0
ENSMUSG00000059159	18	36	19	22	25	41	19	24	35
ENSMUSG00000059169	0	0	0	0	0	0	0	0	0
ENSMUSG00000059173	4	0	5	6	3	3	5	2	10
ENSMUSG00000059179	4	0	4	3	4	4	6	5	5
ENSMUSG00000059182	1083	1263	1115	823	957	1173	1054	963	920
ENSMUSG00000059183	185	221	190	169	178	238	189	193	195
ENSMUSG00000059187	0	1	0	1	2	0	0	0	2
ENSMUSG00000059189	0	0	0	0	0	0	0	0	0
ENSMUSG00000059195	430	734	450	795	894	1030	1049	1059	1068
ENSMUSG00000059201	0	0	0	0	0	0	0	0	0
ENSMUSG00000059203	0	0	0	0	0	0	0	0	0
ENSMUSG00000059205	0	0	0	0	0	0	0	0	0
ENSMUSG00000059206	0	0	0	0	0	0	0	0	0
ENSMUSG00000059208	3560	4138	3659	4019	4490	5530	5264	5435	5482
ENSMUSG00000059213	4	1	2	0	1	1	0	1	0
ENSMUSG00000059218	0	0	0	0	0	0	0	0	0
ENSMUSG00000059227	0	0	0	0	0	0	0	0	0
ENSMUSG00000059229	0	0	0	0	0	0	0	0	0
ENSMUSG00000059230	0	0	0	0	0	0	0	0	0
ENSMUSG00000059237	4	3	5	9	2	7	7	4	8
ENSMUSG00000059244	0	0	1	0	2	0	4	1	0
ENSMUSG00000059246	0	0	0	0	0	0	0	0	0
ENSMUSG00000059248	6936	6898	6982	6806	7088	8630	8215	8596	9203
ENSMUSG00000059251	0	0	0	0	0	0	0	0	0
ENSMUSG00000059252	8	10	7	24	24	20	12	16	7
ENSMUSG00000059256	0	0	0	1	1	3	13	1	3
ENSMUSG00000059263	3480	3587	3303	3661	4124	4750	4799	4504	4278
ENSMUSG00000059273	1352	1597	1377	1567	1583	2117	1659	1745	1756
ENSMUSG00000059277	27	32	22	40	34	40	36	47	39
ENSMUSG00000059278	53	86	45	61	59	97	73	67	104
ENSMUSG00000059279	0	1	2	0	0	0	0	0	0
ENSMUSG00000059280	0	0	0	0	0	0	0	0	0
ENSMUSG00000059288	243	301	254	292	318	349	267	318	302
ENSMUSG00000059291	5581	6424	5546	5607	6278	7578	7134	7616	7282
